,CLOSDATE,year,consolidation_code,num_months,Turnover,Sales,Employees,Material_costs,Depreciation,Costs_of_employees,Tangible_fixed_assets,Intangible_fixed_assets,Fixed_assets,other_fixed_assets,current_assets,tota_assets,current_liabilities,net_current_assets,Added_value,enterprise_value,costs_of_goods_sold,gross_profit,EBIT,EBITDA,liquidity_ratio,solvency_ratio_asset,solvency_ratio_liability,name,country,country_iso,entity_type,status,status_date,legal_form,entity_form,company_cateogry,listed,historical_record_flag,historical_record_date,nace_main_section,nace_core_code,NACE_prim,NACE_sec,revenue_per_employees,CASE_CODE,PROCEDURE_CODE,CASE_TITLE,FIRM NAME,MEMBER_STATE,SECTOR,CASE_CODE.1,AID_INSTRUMENT,CASE_TYPE,START_DATE,END_DATE,NOTIFICATION_DATE,DECISIONS,LAST_DECISION,OBJECTIVES,DECISION_DATE,OJ_INFO,RELATED_CASES,STATUS(0=SURVIVAL / 1=M&A / 2=DEATH),DEAL_TYPE,ACQUIROR,DATE_RACHAT_ou_death
PL000274080,2010-12-31,2010,U1,12,5038906.0,4997013.0,150.0,,,,4182138.0,5804.0,4228320.0,40378.0,2143560.0,6371880.0,2921843.0,-778283.0,,,4361314.0,677591.0,-421444.0,,0.7,19.64,24.44,Bialostockie Zaklady Graficzne S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,C - Manufacturing,1812.0,1812.0,,33592.706666666665,N272/2010,N272/2010,Rescue Aid to Bialostockie Zaklady Graficzne SA,Bialostockie Zaklady Graficzne SA,Poland,"J.58.1 - Publishing of books, periodicals and other publishing activities",N272/2010,Soft loan,Ad Hoc Case,14-08-2010,,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-08-10,JOCE C/32/2011,,1,Vente des parts à un inversitisseur privé,,01/04/2011
PL000274080,2009-12-31,2009,U1,12,5160073.0,5061928.0,210.0,,,,4681522.0,10472.0,4754340.0,62346.0,2039627.0,6793967.0,2262220.0,-222593.0,,,4740215.0,419859.0,-851164.0,,0.85,25.56,34.33,Bialostockie Zaklady Graficzne S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,C - Manufacturing,1812.0,1812.0,,24571.77619047619,N272/2010,N272/2010,Rescue Aid to Bialostockie Zaklady Graficzne SA,Bialostockie Zaklady Graficzne SA,Poland,"J.58.1 - Publishing of books, periodicals and other publishing activities",N272/2010,Soft loan,Ad Hoc Case,14-08-2010,,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-08-10,JOCE C/32/2011,,1,Vente des parts à un inversitisseur privé,,01/04/2011
PL000274080,2008-12-31,2008,U1,12,5664087.0,5596643.0,210.0,,,,2775638.0,15284.0,2813727.0,22805.0,2480874.0,5294843.0,1853741.0,627133.0,,,4493520.0,1170809.0,14799.0,,1.24,50.94,,Bialostockie Zaklady Graficzne S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,C - Manufacturing,1812.0,1812.0,,26971.842857142856,N272/2010,N272/2010,Rescue Aid to Bialostockie Zaklady Graficzne SA,Bialostockie Zaklady Graficzne SA,Poland,"J.58.1 - Publishing of books, periodicals and other publishing activities",N272/2010,Soft loan,Ad Hoc Case,14-08-2010,,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-08-10,JOCE C/32/2011,,1,Vente des parts à un inversitisseur privé,,01/04/2011
PL000274080,2007-12-31,2007,U1,12,6437886.0,6266596.0,210.0,,,,3136506.0,21760.0,3187558.0,29292.0,2616777.0,5804336.0,1712901.0,903876.0,,,4995590.0,1442296.0,104057.0,,1.34,54.66,,Bialostockie Zaklady Graficzne S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,C - Manufacturing,1812.0,1812.0,,30656.6,N272/2010,N272/2010,Rescue Aid to Bialostockie Zaklady Graficzne SA,Bialostockie Zaklady Graficzne SA,Poland,"J.58.1 - Publishing of books, periodicals and other publishing activities",N272/2010,Soft loan,Ad Hoc Case,14-08-2010,,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-08-10,JOCE C/32/2011,,1,Vente des parts à un inversitisseur privé,,01/04/2011
PL000274080,2014-12-31,2014,U1,12,5808703.0,5769483.0,,,,,5689635.0,12917.0,5781930.0,79378.0,2285999.0,8068164.0,2213901.0,72098.0,,,4660771.0,1147697.0,462179.0,,0.97,57.67,,Bialostockie Zaklady Graficzne S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,C - Manufacturing,1812.0,1812.0,,,N272/2010,N272/2010,Rescue Aid to Bialostockie Zaklady Graficzne SA,Bialostockie Zaklady Graficzne SA,Poland,"J.58.1 - Publishing of books, periodicals and other publishing activities",N272/2010,Soft loan,Ad Hoc Case,14-08-2010,,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-08-10,JOCE C/32/2011,,1,Vente des parts à un inversitisseur privé,,01/04/2011
PL000274080,2013-12-31,2013,U1,12,5410163.0,5347330.0,,,,,5331682.0,13241.0,5752978.0,407815.0,2330610.0,8083587.0,2049184.0,281426.0,,,4254608.0,1155314.0,425389.0,,1.03,66.13,,Bialostockie Zaklady Graficzne S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,C - Manufacturing,1812.0,1812.0,,,N272/2010,N272/2010,Rescue Aid to Bialostockie Zaklady Graficzne SA,Bialostockie Zaklady Graficzne SA,Poland,"J.58.1 - Publishing of books, periodicals and other publishing activities",N272/2010,Soft loan,Ad Hoc Case,14-08-2010,,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-08-10,JOCE C/32/2011,,1,Vente des parts à un inversitisseur privé,,01/04/2011
PL000616310,2008-12-31,2008,U1,12,6113148.0,6077728.0,390.0,2943763.0,122273.0,2206245.0,1644616.0,,1711575.0,66959.0,470653.0,2182227.0,1228792.0,-758139.0,2058742.0,,,,-269776.0,-147504.0,0.26,31.26,45.47,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,15674.738461538462,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2008-12-31,2008,U1,12,6113148.0,6077728.0,390.0,2943763.0,122273.0,2206245.0,1644616.0,,1711575.0,66959.0,470653.0,2182227.0,1228792.0,-758139.0,2058742.0,,,,-269776.0,-147504.0,0.26,31.26,45.47,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,15674.738461538462,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616310,2015-10-15,2015,U1,9,2825103.0,1965680.0,,821594.0,225554.0,675717.0,912856.0,,912856.0,,355827.0,1268684.0,1293272.0,-937445.0,-589184.0,,,,-1185933.0,-960379.0,0.27,,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2015-10-15,2015,U1,9,2825103.0,1965680.0,,821594.0,225554.0,675717.0,912856.0,,912856.0,,355827.0,1268684.0,1293272.0,-937445.0,-589184.0,,,,-1185933.0,-960379.0,0.27,,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616310,2014-12-31,2014,U1,12,3276114.0,3226561.0,,1622322.0,223105.0,925532.0,1380195.0,,1690897.0,310702.0,542261.0,2232924.0,1415657.0,-873396.0,964281.0,,,,-187173.0,35932.0,0.35,-50.53,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2014-12-31,2014,U1,12,3276114.0,3226561.0,,1622322.0,223105.0,925532.0,1380195.0,,1690897.0,310702.0,542261.0,2232924.0,1415657.0,-873396.0,964281.0,,,,-187173.0,35932.0,0.35,-50.53,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616310,2013-12-31,2013,U1,12,4546386.0,3330646.0,,1861406.0,266018.0,1250166.0,1027962.0,,1377036.0,349074.0,795648.0,2172684.0,2215295.0,-1419647.0,1739591.0,,,,215704.0,481722.0,0.33,-34.87,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2013-12-31,2013,U1,12,4546386.0,3330646.0,,1861406.0,266018.0,1250166.0,1027962.0,,1377036.0,349074.0,795648.0,2172684.0,2215295.0,-1419647.0,1739591.0,,,,215704.0,481722.0,0.33,-34.87,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616310,2012-12-31,2012,U1,12,4596524.0,4334152.0,248.0,2226617.0,121038.0,1652968.0,1443658.0,,1774007.0,330349.0,563623.0,2337875.0,2658443.0,-2094820.0,,,,,-277532.0,-156494.0,0.17,-33.18,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,18534.370967741936,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2012-12-31,2012,U1,12,4596524.0,4334152.0,248.0,2226617.0,121038.0,1652968.0,1443658.0,,1774007.0,330349.0,563623.0,2337875.0,2658443.0,-2094820.0,,,,,-277532.0,-156494.0,0.17,-33.18,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,18534.370967741936,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616310,2011-12-31,2011,U1,12,4508824.0,4475354.0,260.0,2522970.0,119635.0,1692081.0,1291563.0,,1582849.0,291060.0,280657.0,1863506.0,2693716.0,-2413059.0,1037593.0,,,,-774802.0,-655167.0,0.06,-77.84,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,17341.63076923077,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2011-12-31,2011,U1,12,4508824.0,4475354.0,260.0,2522970.0,119635.0,1692081.0,1291563.0,,1582849.0,291060.0,280657.0,1863506.0,2693716.0,-2413059.0,1037593.0,,,,-774802.0,-655167.0,0.06,-77.84,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,17341.63076923077,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616310,2010-12-31,2010,U1,12,5927471.0,5897440.0,300.0,3047520.0,144603.0,2197565.0,1579027.0,252.0,1839464.0,260437.0,341193.0,2180910.0,2018893.0,-1677700.0,1693599.0,,,,-652355.0,-507752.0,0.1,-29.25,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,19758.236666666668,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2010-12-31,2010,U1,12,5927471.0,5897440.0,300.0,3047520.0,144603.0,2197565.0,1579027.0,252.0,1839464.0,260437.0,341193.0,2180910.0,2018893.0,-1677700.0,1693599.0,,,,-652355.0,-507752.0,0.1,-29.25,,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,19758.236666666668,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616310,2009-12-31,2009,U1,12,6834637.0,6470305.0,350.0,3056640.0,138329.0,2411265.0,1661170.0,244.0,1853321.0,191664.0,448840.0,2301917.0,1404725.0,-955885.0,2543750.0,,,,-6819.0,131510.0,0.22,2.78,2.86,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,19527.534285714286,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2009-12-31,2009,U1,12,6834637.0,6470305.0,350.0,3056640.0,138329.0,2411265.0,1661170.0,244.0,1853321.0,191664.0,448840.0,2301917.0,1404725.0,-955885.0,2543750.0,,,,-6819.0,131510.0,0.22,2.78,2.86,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,19527.534285714286,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616310,2007-12-31,2007,U1,12,10074314.0,10057854.0,400.0,5239134.0,315520.0,2923091.0,1998850.0,558.0,2094817.0,95409.0,678186.0,2773003.0,1460709.0,-782522.0,3190069.0,,,,-50494.0,265025.0,0.33,44.12,78.94,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,25185.785,N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,0,,,
PL000616310,2007-12-31,2007,U1,12,10074314.0,10057854.0,400.0,5239134.0,315520.0,2923091.0,1998850.0,558.0,2094817.0,95409.0,678186.0,2773003.0,1460709.0,-782522.0,3190069.0,,,,-50494.0,265025.0,0.33,44.12,78.94,Przedsiebiorstwo Komunikacji Samochodowej w Pulawach Sp. z o.o. w upadlosci,Poland,PL,C,Active (insolvency proceedings),,Private limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4931.0,4931.0,,25185.785,SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,0,,,
PL000616385,2016-12-31,2016,U1,12,4233215.0,4118810.0,,1807555.0,270804.0,1424616.0,1322695.0,8399.0,1391929.0,60834.0,935897.0,2327599.0,803560.0,132338.0,1798021.0,,,,101466.0,372271.0,1.05,48.21,93.07,Przedsiebiorstwo Komunikacji Samochodowej w Lukowie S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4939.0,4939.0,,,SA.33663,2011/N,Restructuring Aid to PKS in OS,PKS,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.33663,Direct grant,Ad Hoc Case,01-01-2010,31-12-2012,30-09-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,21-03-12,JOCE C/134/2013,,0,,,
PL000616385,2016-12-31,2016,U1,12,4233215.0,4118810.0,,1807555.0,270804.0,1424616.0,1322695.0,8399.0,1391929.0,60834.0,935897.0,2327599.0,803560.0,132338.0,1798021.0,,,,101466.0,372271.0,1.05,48.21,93.07,Przedsiebiorstwo Komunikacji Samochodowej w Lukowie S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4939.0,4939.0,,,SA.33042,2011/N,Restructuring aid to PKS in Ostrow Wielkopolski sp. z o.o.,PKS,Poland,H.49.39 - Other passenger land transport n.e.c.,SA.33042,Direct grant,Ad Hoc Case,,31-12-2012,19-05-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,07-12-11,JOCE C/23/2012,,0,,,
PL000616385,2015-12-31,2015,U1,12,4720367.0,4656324.0,,2237748.0,251229.0,1442151.0,1167142.0,706.0,1235188.0,67340.0,914501.0,2149688.0,756276.0,158225.0,1801218.0,,,,106896.0,358124.0,1.08,51.15,,Przedsiebiorstwo Komunikacji Samochodowej w Lukowie S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4939.0,4939.0,,,SA.33663,2011/N,Restructuring Aid to PKS in OS,PKS,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.33663,Direct grant,Ad Hoc Case,01-01-2010,31-12-2012,30-09-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,21-03-12,JOCE C/134/2013,,0,,,
PL000616385,2015-12-31,2015,U1,12,4720367.0,4656324.0,,2237748.0,251229.0,1442151.0,1167142.0,706.0,1235188.0,67340.0,914501.0,2149688.0,756276.0,158225.0,1801218.0,,,,106896.0,358124.0,1.08,51.15,,Przedsiebiorstwo Komunikacji Samochodowej w Lukowie S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4939.0,4939.0,,,SA.33042,2011/N,Restructuring aid to PKS in Ostrow Wielkopolski sp. z o.o.,PKS,Poland,H.49.39 - Other passenger land transport n.e.c.,SA.33042,Direct grant,Ad Hoc Case,,31-12-2012,19-05-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,07-12-11,JOCE C/23/2012,,0,,,
PL000616385,2014-12-31,2014,U1,12,5191290.0,5129056.0,,2792564.0,212536.0,1428104.0,1155212.0,939.0,1217446.0,61295.0,735071.0,1952517.0,685988.0,49083.0,1704049.0,,,,59651.0,272188.0,0.9,50.78,,Przedsiebiorstwo Komunikacji Samochodowej w Lukowie S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4939.0,4939.0,,,SA.33663,2011/N,Restructuring Aid to PKS in OS,PKS,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.33663,Direct grant,Ad Hoc Case,01-01-2010,31-12-2012,30-09-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,21-03-12,JOCE C/134/2013,,0,,,
PL000616385,2014-12-31,2014,U1,12,5191290.0,5129056.0,,2792564.0,212536.0,1428104.0,1155212.0,939.0,1217446.0,61295.0,735071.0,1952517.0,685988.0,49083.0,1704049.0,,,,59651.0,272188.0,0.9,50.78,,Przedsiebiorstwo Komunikacji Samochodowej w Lukowie S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4939.0,4939.0,,,SA.33042,2011/N,Restructuring aid to PKS in Ostrow Wielkopolski sp. z o.o.,PKS,Poland,H.49.39 - Other passenger land transport n.e.c.,SA.33042,Direct grant,Ad Hoc Case,,31-12-2012,19-05-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,07-12-11,JOCE C/23/2012,,0,,,
PL000616385,2013-12-31,2013,U1,12,5677385.0,5611422.0,,3290924.0,160333.0,1469962.0,1045055.0,1204.0,1111981.0,65481.0,847888.0,1959628.0,724388.0,123500.0,1690962.0,,,,57056.0,217389.0,1.01,48.27,93.3,Przedsiebiorstwo Komunikacji Samochodowej w Lukowie S.A.,Poland,PL,C,Active,,Public limited companies,Corporate,Medium sized company,Unlisted,,,H - Transportation and storage,4939.0,4939.0,,,SA.33663,2011/N,Restructuring Aid to PKS in OS,PKS,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.33663,Direct grant,Ad Hoc Case,01-01-2010,31-12-2012,30-09-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,21-03-12,JOCE C/134/2013,,0,,,
