CASE_CODE,PROCEDURE_CODE,CASE_TITLE,FIRM NAME,MEMBER_STATE,SECTOR,CASE_CODE,AID_INSTRUMENT,CASE_TYPE,START_DATE,END_DATE,NOTIFICATION_DATE,DECISIONS,LAST_DECISION,OBJECTIVES,DECISION_DATE,OJ_INFO,RELATED_CASES,BvD_ID_NUMBER,STATUS(0=SURVIVAL / 1=M&A / 2=DEATH),DEAL_TYPE,ACQUIROR,DATE_RACHAT_ou_death
N289/2007,N289/2007,Restructuring aid to Fiem,Fiem,Italy,1,N289/2007,Guarantee,Ad Hoc Case,22-07-2007,31-12-2012,23-05-07,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Restructuring firms in difficulty",25-09-07,JOCE C/278/2007,,IT03246720274,Pas trouvé,,,
N388/2008,N388/2008,Aides au sauvetage - Alpi Eagles,Alpi Eagles,Italy,H.51.1 - Passenger air transport,N388/2008,Guarantee,Individual Application,01-12-2008,01-12-2008,08-08-08,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-11-08,JOCE C/53/2009,,IT03252200278,2,,,2007
N77/2010,N77/2010,Vinyls Italia S.p.a. in A.S.,Vinyls Italia S.p.a. in A.S.,Italy,C.20 - Manufacture of chemicals and chemical products,N77/2010,Guarantee,Ad Hoc Case,25-03-2010,24-09-2010,22-02-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,25-03-10,JOCE C/125/2010,,IT03293720821,0,,,
SA.35033,2012/N,Rescue aid for G.D.M. S.p.A. in A.S.,G.D.M. S.p.A,Italy,G.47.19 - Other retail sale in non-specialised stores,SA.35033,Guarantee,Ad Hoc Case,20-12-2012,,25-06-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,"Employment, Regional development, Rescuing firms in difficulty",20-12-12,JOCE C/81/2013,,IT03348070156,0,,,
SA.32895,2011/N,Rescue aid to Livingston S.p.A.,Livingston S.p.A.,Italy,H.51.10 - Passenger air transport,SA.32895,Guarantee,Ad Hoc Case,01-05-2011,,18-04-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,30-05-11,JOCE C/206/2012,,IT03886380967,2,,,14/10/2010
SA.42864,2015/N,Rescue aid to IMT S.p.A. in A. S.,IMT S.p.A,Italy,C.28.9 - Manufacture of other special-purpose machinery,SA.42864,Guarantee,Individual Application,01-01-2016,01-07-2016,11-08-15,Decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,17-12-15,JOCE C/104/2016,,IT04035210378,0,,,
N734/2006,N734/2006,Restructuring aid to New Interline (transfer to C13/07),New Interline,Italy,C - Manufacturing,N734/2006,Guarantee,Ad Hoc Case,01-12-2006,30-11-2023,10-11-06,"Article 4(3) - decision not to raise objections, Article 4(4) - decision to initiate the formal investigation procedure",Decision to initiate the formal investigation procedure,"Employment, Regional development, Restructuring firms in difficulty",24-04-07,,"SA.20618, SA.20618",IT04497370728,2,,,
SA.20618,"C13/2007, NN15/2006",New Interline,New Interline,Italy,C - Manufacturing,SA.20618,Guarantee,Ad Hoc Case,,,23-02-06,"Decision not to raise objections, Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Rescuing firms in difficulty,16-04-08,"JOCE C/120/2007, JOCE L/235/2008","N734/2006, SA.20618, SA.20618",IT04497370728,2,,,
SA.33767,2011/N,Rescue aid to FIREMA Trasporti S.p.A.,FIREMA Trasporti S.p.A.,Italy,C.30.20 - Manufacture of railway locomotives and rolling stock,SA.33767,Guarantee,Ad Hoc Case,01-12-2011,30-04-2012,17-10-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,09-12-11,JOCE C/19/2012,,IT04609450632,2,,,2009
C19/2008,"C19/2008, N802/2006, NN13/2008",Rescue aid for Sandretto,Sandretto,Italy,C.28.99 - Manufacture of other special-purpose machinery n.e.c.,C19/2008,Guarantee,Ad Hoc Case,,,29-11-06,"Article 4(3) - decision not to raise objections, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(5) and 14(1) - negative decision with recovery",Negative decision with recovery,Rescuing firms in difficulty,30-09-09,"JOCE C/137/2008, JOCE C/43/2007, JOCE L/92/2010",,IT05038680012,1,Acquisition 100%,,
C34/1999,"C34/1999, N576/1997",Recapitalisation de la société Siciliana Acque Minerali SRL,Siciliana Acque Minerali SRL,Italy,I.55 - Accommodation,C34/1999,,Scheme,,,11-05-99,"Decision to initiate the formal investigation procedure, Information injunction, Negative decision with recovery",Negative decision with recovery,Restructuring firms in difficulty,21-06-00,"JOCE C/365/1999, JOCE L/272/2000","C34/1999, C34/1999",IT05599880829,0,,,
SA.34596,2012/N,Rescue aid Ginori,Ginori,Italy,C.23.41 - Manufacture of ceramic household and ornamental articles,SA.34596,Guarantee,Ad Hoc Case,01-06-2012,01-12-2012,02-04-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,23-05-12,JOCE C/203/2012,,IT05795200483,0,,,
C11/2007,"C11/2007, N476/2006",Restructuring aid to Ottana Energia,Ottana Energia,Italy,"D.35 - Electricity, gas, steam and air conditioning supply",C11/2007,"Direct grant, Soft loan",Ad Hoc Case,01-01-2007,31-10-2008,17-07-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive decision,"Rescuing firms in difficulty, Restructuring firms in difficulty",02-07-08,"JOCE C/122/2007, JOCE L/259/2009",NN14/2006,IT13356620156,0,,,
NN14/2006,NN14/2006,Aide au sauvetage de Ottana Energia Srl,Ottana Energia Srl,Italy,"D.35 - Electricity, gas, steam and air conditioning supply",NN14/2006,Guarantee,Ad Hoc Case,,,23-02-06,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,06-12-06,JOCE C/68/2007,,IT13356620156,1,Acquisition 100% (after joint venture 100%),,
SA.38634,2014/N,Rescue aid to Blue Panorama Airlines S. p. A.,Blue Panorama Airlines S. p. A.,Italy,H.51.1 - Passenger air transport,SA.38634,Guarantee,Ad Hoc Case,15-06-2014,15-12-2014,17-04-14,Decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,11-06-14,JOCE C/251/2014,,IT13974081005,0,,,
N584/2004,N584/2004,Restructuring aid to AB Vingriai,AB Vingriai,Lithuania,C.33.20 - Installation of industrial machinery and equipment,N584/2004,Debt write-off,Ad Hoc Case,,,17-12-04,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,01-06-05,JOCE C/187/2005,,LT120230369,0,,,
N464/2005,N464/2005,Restructuring aid to AB Kauno ketaus liejykla,AB Kauno ketaus liejykla,Lithuania,x,N464/2005,Debt write-off,Individual Application,,31-12-2008,16-09-05,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,22-02-06,JOCE C/270/2006,,LT133859013,2,,,2010
SA.34191,"2012/C, 2012/NN",Alleged aid to airBaltic,airBaltic,Latvia,H.51.1 - Passenger air transport,SA.34191,"Direct grant, Other forms of equity intervention, Soft loan",Ad Hoc Case,03-10-2011,,09-01-12,"Corrigendum, Decision does not constitute aid (after formal investigation procedure), Decision to initiate the formal investigation procedure, Positive decision",Positive decision,Restructuring firms in difficulty,11-02-15,"JOCE C/69/2013, JOCE L/183/2015",,LV000324575,0,,,
N504/2010,N504/2010,Air Malta plc.,Air Malta plc.,Malta,H.51 - Air transport,N504/2010,Soft loan,Ad Hoc Case,15-11-2010,14-05-2011,29-04-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,15-11-10,JOCE C/102/2011,,MTC2685,0,,,
SA.33015,"2011/N, 2012/C",Air Malta plc.,Air Malta plc.,Malta,H.51 - Air transport,SA.33015,Other forms of equity intervention,Ad Hoc Case,31-05-2011,31-03-2016,31-03-11,"Decision to initiate the formal investigation procedure, Positive decision",Positive decision,Restructuring firms in difficulty,27-06-12,"JOCE C/502012, JOCE L/301/2012",N504/2010,MTC2685,0,,,
C64/2001,"C64/2001, NN57/2001",Restructuring and privatisation of Koninklijke Schelde Groep,Koninklijke Schelde Groep,Netherlands,"C.30.1 - Building of ships and boats
F - Construction",C64/2001,"Other forms of equity intervention, Soft loan",Ad Hoc Case,,,25-07-01,"Decision to initiate the formal investigation procedure, Negative decision with recovery, Positive decision",Positive decision,Restructuring firms in difficulty,05-06-02,"JOCE C/254/2001, JOCE L/014/2003","C64/2001, C64/2001",NL22000547,privatisé en 2000,,,
C30/2005,"C30/2005, N78/2004",Restructuring aid to KLIQ NV,KLIQ NV,Netherlands,S.96.0 - Other personal service activities,C30/2005,"Debt write-off, Soft loan",Ad Hoc Case,,,11-02-04,"Corrigendum, Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Restructuring firms in difficulty,20-12-06,"JOCE C/280/2005, JOCE L/366/2006",,NL30189921,1,Acquisition 100%,,
SA.26674,"C11/2009, NN53b/2008",Restructuring aid to ABN AMRO,ABN AMRO,Netherlands,	K - Financial and insurance activities,SA.26674,"Other forms of equity intervention, Soft loan",Ad Hoc Case,,,28-11-08,"Conditional decision, Decision to extend proceedings, Decision to initiate the formal investigation procedure, Other, Positive decision",Positive Decision,Restructuring firms in difficulty,05-04-11,"JOCE C/124/2009, JOCE C/250/2010, JOCE C/95/2010, JOCE L/333/2011",,NL33220369,1,Acquisition 100%,RFS HOLDINGS  BV,25/04/2008
SA.51408,2018/N,Aid to Terramass B.V.,Terramass B.V,Netherlands,"A.01.62 - Support activities for animal production
D.35.21 - Manufacture of gas",SA.51408,"Other, Other forms of equity intervention",Ad Hoc Case,28-08-2018,31-05-2019,22-06-18,Decision not to raise objections,Decision not to raise objections,"Energy efficiency, Environmental protection, Research, development and innovation, Restructuring undertakings in difficulty",28-08-18,JOCE C/406/2018,,NL55993044,2,,,
SA.55227,2019/NN,Rescue aid to AEB Holding N.V.,AEB Holding N.V.,Netherlands,x,SA.55227,Soft loan,Ad Hoc Case,23-07-2019,,26-08-19,Decision not to raise objections,Decision not to raise objections,"Rescuing undertakings in difficulty, Restructuring undertakings in difficulty",19-11-19,JOCE C/84/2020,,NL59307803,pas trouvé,,,
C20/2004,"C20/2004, NN25/2004",Huta Czestochowa,Huta Czestochowa,Poland,	C.24.10 - Manufacture of basic iron and steel and of ferro-alloys,C20/2004,Debt write-off,Individual Application,,,19-02-04,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(2) - decision does not constitute aid (after formal investigation procedure), Article 7(3) - positive decision, Article 7(5) and 14(1) - negative decision with recovery, Corrigendum",Negative decision with recovery,Restructuring firms in difficulty,27-06-06,"JOCE C/204/2004, JOCE L/366/2006",,PL000025483,0,,,
C32/2006,"C32/2006, N179/2006",Restructuring aid to Huta Cynku Miasteczko Slaskie,Huta Cynku Miasteczko Slaskie,Poland,"C.24.43 - Lead, zinc and tin production",C32/2006,Soft loan,Ad Hoc Case,20-11-2006,20-11-2006,17-03-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(2) - decision does not constitute aid (after formal investigation procedure)",Decision ndoes not constitute aid,Restructuring firms in difficulty,25-09-07,"JOCE C/207/2006, JOCE L/44/2008",,PL000026927,1,100%,,
N274/2005,N274/2005,Rescue aid to Huta Cynku Miasteczko Slaskie S.A.,Cynku Miasteczko Slaskie S.A.,Poland,C.24.10 - Manufacture of basic iron and steel and of ferro-alloys,N274/2005,Guarantee,Ad Hoc Case,,,03-06-05,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,13-09-05,JOCE C/021/2006,,PL000026927,1,Acquisition 100%,Zaklady Gorniczko-Hutnicze Boleslaw SA,03/11/2011
N246/2010,N246/2010,Rescue aid to Formet SA,Formet SA,Poland,"C.22.29 - Manufacture of other plastic products, C.28.49 - Manufacture of other machine tools, C.28.96 - Manufacture of plastics and rubber machinery",N246/2010,Soft loan,Ad Hoc Case,01-07-2010,,14-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,25-11-10,JOCE C/357/2010,,PL000032922,0,,,
SA.33474,2011/N,Restructuring aid to FORMET SA,FORMET SA,Poland,"C.22.29 - Manufacture of other plastic products, C.28.49 - Manufacture of other machine tools, C.28.96 - Manufacture of plastic and rubber machinery",SA.33474,Other forms of equity intervention,Ad Hoc Case,08-02-2012,,04-08-11,"Article 4(3) - decision not to raise objections, Corrigendum",Decision not to raise objections,Restructuring firms in difficulty,31-05-13,JOCE C/179/2013,,PL000032922,0,,,
SA.34892,2012/N,Rescue aid to Elgo Lighting Industries.,Elgo Lighting Industries.,Poland,C.27.4 - Manufacture of electric lighting equipment,SA.34892,Soft loan,Ad Hoc Case,27-07-2012,,29-05-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,27-07-12,JOCE C/263/2012,,PL000039516,0,,,
N508/2009,N508/2009,Rescue aid to MARMUR Slawniowice sp. z o.o.,MARMUR Slawniowice sp. z o.o.,Poland,"B.08.11 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",N508/2009,Soft loan,Individual Application,01-11-2009,,07-09-09,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,26-10-09,JOCE C/285/2009,,PL000054651,1 (nationalisation ???),Acquisition 85%,??,27/05/2010
N586/2006,N586/2006,Rescue aid for Przedsiebiorstwa Spedycji Miedzynarodowej C. Hartwig Warszawa S.A.,Przedsiebiorstwa Spedycji Miedzynarodowej C. Hartwig Warszawa S.A.,Poland,H - Transporting and storage,N586/2006,Soft loan,Ad Hoc Case,,,01-09-06,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,24-10-06,JOCE C/296/2006,,PL000143538,0,,,
N506/2007,N506/2007,Restructuration of Hartwig Warszawa,Hartwig Warszawa,Poland,H.49 - Land transport and transport via pipelines,N506/2007,x,Individual Application,02-04-2008,31-12-2009,29-08-07,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,02-04-08,JOCE C/140/2008,,PL000143538,0,,,
N272/2010,N272/2010,Rescue Aid to Bialostockie Zaklady Graficzne SA,Bialostockie Zaklady Graficzne SA,Poland,"J.58.1 - Publishing of books, periodicals and other publishing activities",N272/2010,Soft loan,Ad Hoc Case,14-08-2010,,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-08-10,JOCE C/32/2011,,PL000274080,1,Vente des parts à un inversitisseur privé,,01/04/2011
N247/2010,N247/2010,Rescue aid for Wydawnictwo Wiedza Powszechna,Wydawnictwo Wiedza Powszechna,Poland,"J.58.1 - Publishing of books, periodicals and other publishing activities",N247/2010,Soft loan,Ad Hoc Case,12-08-2010,12-02-2011,14-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-08-10,JOCE C/31/2013,,"PL000275518  
",0,,,
N271/2010,N271/2010,L'aide au sauvetage pour PKS o.o. Puławy sp,PKS o.o. Puławy sp,Poland,H.49.39 - Other passenger land transport n.e.c.,N271/2010,Soft loan,Ad Hoc Case,01-10-2010,31-03-2011,23-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,20-08-10,JOCE C/259/2010,,PL000616310,0,,,
SA.32612,2011/N,Restructuring aid to PKS Pulawy Sp. z o.o,PKS Pulawy Sp. z o.o,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.32612,Other forms of equity intervention,Ad Hoc Case,19-10-2011,,22-02-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,19-10-11,JOCE C/63/2012,,PL000616310,0,,,
SA.33663,2011/N,Restructuring Aid to PKS in OS,PKS,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores, H.49.39 - Other passenger land transport n.e.c.",SA.33663,Direct grant,Ad Hoc Case,01-01-2010,31-12-2012,30-09-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,21-03-12,JOCE C/134/2013,,PL000616385,0,,,
SA.33042,2011/N,Restructuring aid to PKS in Ostrow Wielkopolski sp. z o.o.,PKS,Poland,H.49.39 - Other passenger land transport n.e.c.,SA.33042,Direct grant,Ad Hoc Case,,31-12-2012,19-05-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,07-12-11,JOCE C/23/2012,,PL000616385,0,,,
SA.32480,2011/N,Restructuring aid to PKS STASZOW Sp. z o.o.,PKS STASZOW Sp. z o.o.,Poland,"G.47.30 - Retail sale of automotive fuel in specialised stores
H.49.39 - Other passenger land transport n.e.c.",SA.32480,Other forms of equity intervention,Ad Hoc Case,15-10-2010,15-04-2011,27-01-11,Decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,13-07-11,JOCE C/241/2011,,PL000617060,0,,,
N540/2010,N540/2010,Pomoc na restrukturyzację dla Przedsiębiorstwa Komunikacji Samochodowej w Busku Zdroju S.A.,Busku Zdroju S.A.,Poland,"H - Transportation and storage, H.49.3 - Other passenger land transport",N540/2010,Other forms of equity intervention,Ad Hoc Case,13-07-2011,,18-11-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,13-07-11,JOCE C/237/2011,,PL000617634,pas trouvé ,,,
SA.35487,2012/N,Rescue aid to Classen-Pol S.A.,Classen-Pol S.A.,Poland,C.16.23 - Manufacture of other builders' carpentry and joinery,SA.35487,Soft loan,Ad Hoc Case,11-12-2012,,28-09-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,11-12-12,JOCE C/77/2013,,PL003445100 ,0,,,
SA.36806,2013/N,Restructuring aid for Classen-Pol S.A.,Classen-Pol S.A.,Poland,C.16.23 - Manufacture of other builders' carpentry and joinery,SA.36806,Soft loan,Ad Hoc Case,09-04-2014,,11-06-13,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,09-04-14,JOCE C/156/2014,SA.35487,PL003445100 ,0,,,
SA.35900,2013/NN,Rescue aid for LOT Polish Airlines,LOT Polish Airlines,Poland,H.51.1 - Passenger air transport,SA.35900,Soft loan,Ad Hoc Case,20-12-2012,,14-12-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,15-05-13,JOCE C/204/2013,,PL010058960,0,,,
SA.36874,"2013/C, 2013/N",Restructuring aid for LOT Polish Airlines S.A.,LOT Polish Airlines S.A.,Poland,H.51.10 - Passenger air transport,SA.36874,Other forms of equity intervention,Ad Hoc Case,30-07-2014,31-12-2015,20-06-13,"Corrigendum, Decision to initiate the formal investigation procedure, Positive decision",Positive decision,Restructuring firms in difficulty,29-07-14,"JOCE C/37/2014, JOCE L/25/2015",SA.35900,PL010058960,0,,,
C51/2006,"C51/2006, N748/2006",Misuse of aid by Arcelor Huta Warszawa,Arcelor Huta Warszawa,Poland,C - Manufacturing,C51/2006,Interest subsidy,Ad Hoc Case,,,07-09-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(5) and 14(1) - negative decision with recovery",Negative Decision with Recovery,Restructuring firms in difficulty,11-12-07,"JOCE C/35/2007, JOCE L/143/2008",,PL010592085,0,,,
N509/2008,N509/2008,"Rescue aid to Tarchominskie Zaklady Farmaceutyczne ""Polfa"" S.A.","Tarchominskie Zaklady Farmaceutyczne ""Polfa"" S.A.",Poland,C.21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,N509/2008,Soft loan,Ad Hoc Case,01-01-2009,,14-10-08,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,23-12-08,JOCE C/54/2009,,PL010721743,0,,,
N488/2009,N488/2009,Restructuring aid to POLFA,"Tarchominskie Zakłady Farmaceutyczne ""POLFA"" S.A.",Poland,C - Manufacturing,N488/2009,Soft loan,Individual Application,01-01-2010,31-12-2013,11-08-09,"Article 4(3) - decision not to raise objections, Corrigendum",Decision not to raise objections,Restructuring firms in difficulty,04-03-10,"JOCE C/18/2010, JOCE C/31/2010",N509/2008,PL010721743,0,,,
C3/2005,"C3/2005, N592/2004",Restructuring aid to DAEWOO - FSO,DAEWOO - FSO,Poland,C.33.20 - Installation of industrial machinery and equipment,C3/2005,"Debt write-off, Guarantee",Ad Hoc Case,,,20-12-04,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision, Corrigendum",Conditional Decision,Restructuring firms in difficulty,20-04-09,"JOCE C/100/2005, JOCE L/168/2009, JOCE L/187/2007, JOCE L/32/2010",,PL011646854,1,Acquisition increased from 80.1% to 100%,ZAZ,16-11-2005
C54/2006,"C54/2006, N276/2006",Restructuring aid for Bison-Bial,Bison-Bial,Poland,C.28.41 - Manufacture of metal forming machinery,C54/2006,"Debt write-off, Soft loan",Ad Hoc Case,,,04-05-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(4) - conditional decision",Conditional decision,Restructuring firms in difficulty,12-09-07,"JOCE C/23/2007, JOCE C/48/2008",,PL050001868,0,,,
N24/2009,N24/2009,Restructuring aid to Krakowskie Zaklady Garbarskie,Krakowskie Zaklady Garbarskie,Poland,C.15 - Manufacture of leather and related products,N24/2009,"Debt write-off, Other forms of tax advantage",Ad Hoc Case,,31-12-2012,15-01-09,"Article 4(3) - decision not to raise objections, Corrigendum",Decision not to raise objections,Restructuring firms in difficulty,22-02-13,JOCE C/104/2013,,PL070629344,0,,,
N126/2010,N126/2010,Rescue aid to Niewiadów,Niewiadów,Poland,C.29.2 - Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,N126/2010,Soft loan,Ad Hoc Case,15-06-2010,,06-04-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,25-06-10,JOCE C/213/2010,,PL100920476 ,pas trouvé,,,
SA.37234,2013/N,Restructuring aid to Takt sp. z o.o.,Takt sp. z o.o.,Poland,C.18 - Printing and reproduction of recorded media,SA.37234,Soft loan,Ad Hoc Case,,31-12-2016,19-08-13,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,07-05-14,JOCE C/233/2014,,PL120382402,0,,,
N492/2010,N492/2010,Restructuring aid to HYDROGEO,HYDROGEO,Poland,F.42.91 - Construction of water projects,N492/2010,Direct grant,Ad Hoc Case,15-10-2010,15-04-2011,27-10-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,24-05-11,JOCE C/271/2011,,PL141934443,0,,,
C17/2005,"C17/2005, N194/2005",Restructuring aid for Stoczni Gdynia,Stoczni Gdynia,Poland,C.30.1 - Building of ships and boats,C17/2005,"Debt write-off, Guarantee, Soft loan, Tax deferment",Ad Hoc Case,,,29-04-04,"Corrigendum, Decision to initiate the formal investigation procedure, Negative decision with recovery",Negative decision with recovery,Restructuring firms in difficulty,09-09-09,"JOCE C/220/2005, JOCE L/33/2010",,PL190021931,0,,,
N244/2010,N244/2010,rescue aid to Unimor Radiocom,Unimor Radiocom,Poland,"C.26.30 - Manufacture of communication equipment, J.61.10 - Wired telecommunications activities",N244/2010,Soft loan,Ad Hoc Case,01-07-2010,,10-06-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,25-11-10,JOCE C/358/2010,,PL191261790,0,,,
C18/2005,"C18/2005, N438/2004",Restructuring aid to Stoczni Gdansk,Stoczni Gdansk,Poland,C.30.1 - Building of ships and boats,C18/2005,"Debt write-off, Guarantee, Soft loan, Tax deferment",Ad Hoc Case,,,15-10-04,"Article 10(3) - information injunction, Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive Decision,Restructuring firms in difficulty,22-07-09,"JOCE C/220/2005, JOCE L/81/2010",,PL191621930,Rachat à 50% - Demander à Sven,????,SPV OPERATOR SP ZOO,
N320/2010,N320/2010,Rescue aid to ANILUX SA,ANILUX SA,Poland,C.13 - Manufacture of textiles,N320/2010,Soft loan,Ad Hoc Case,12-10-2010,,15-07-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,12-10-10,JOCE C/311/2010,,PL230482452,0,,,
SA.20949,"C23/2006, CR23/2006, NN35/2006",Technologie Buczek,Technologie Buczek,Poland,x,SA.20949,Reduction of social security contributions,Ad Hoc Case,,,25-04-06,"Decision to initiate the formal investigation procedure, Negative decision with recovery, Other, Referral to Court of Justice (non-compliance with decisions)",Referral to Court of Justice (non-compliance with decisions),Restructuring firms in difficulty,25-06-14,"JOCE C/196/2006, JOCE L/116/2008, JOCE L/323/2014",,PL272488730,0,,,
SA.38024,2013/N,Restructuring aid for Alumast S.A.,Alumast S.A.,Poland,C.25.1 - Manufacture of structural metal products,SA.38024,Direct grant,Ad Hoc Case,23-07-2014,,19-12-13,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,23-07-14,JOCE C/280/2014,,PL276766892,0,,,
SA.33998,2011/N,Rescue aid to AGD-MESKO,AGD-MESKO,Poland,"C.27.40 - Manufacture of electric lighting equipment, C.27.52 - Manufacture of non-electric domestic appliances, C.27.90 - Manufacture of other electrical equipment",SA.33998,Soft loan,Ad Hoc Case,26-03-2012,,05-12-11,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,26-03-12,JOCE C/21/2013,,PL291751835,0,,,
SA.35477,2012/N,Restructuring aid to „MESKO AGD” sp. z o.o.,„MESKO AGD” sp. z o.o.,Poland,C.27.9 - Manufacture of other electrical equipment,SA.35477,Soft loan,Ad Hoc Case,01-07-2012,31-12-2013,28-09-12,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,20-02-13,JOCE C/132/2013,,PL291751835,1,,,
C52/2006,"C52/2006, NN73/2006",Restructuring aid for Odlewni Zeliwa Srem,Odlewni Zeliwa Srem,Poland,C.25.99 - Manufacture of other fabricated metal products n.e.c.,C52/2006,Debt write-off,Ad Hoc Case,24-05-2004,,01-06-06,"Article 4(4) - decision to initiate the formal investigation procedure, Article 7(3) - positive decision",Positive Decision,Restructuring firms in difficulty,10-12-08,"JOCE C/53/2007, JOCE L/176/2009",,PL30262070,1,Acquisition 100%,PGO SA,
C49/2005,"C49/2005, N233/2005",Restructuring aid for Chemobudowa Krakow,Chemobudowa Krakow,Poland,F - Construction,C49/2005,Soft loan,Ad Hoc Case,01-01-2003,30-12-2005,02-05-05,"Decision to initiate the formal investigation procedure, Withdrawal of notification (after formal investigation procedure)",Withdrawal of notification (after formal examination procedure),Restructuring firms in difficulty,26-09-06,"JOCE C/150/2006, JOCE L/383/2006",,PL351000614,0,,,
N104/2010,N104/2010,Rescue aid to FLT - Krasnik S.A,FLT - Krasnik S.A,Poland,"C.28.15 - Manufacture of bearings, gears, gearing and driving elements",N104/2010,Soft loan,Ad Hoc Case,01-06-2010,30-11-2010,16-03-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Rescuing firms in difficulty,02-06-10,JOCE C/185/2010,,PL430459300,0,,,
SA.32024,2010/N,Restructuring aid to FLT Krasnik SA,FLT Krasnik SA,Poland,"C.28.15 - Manufacture of bearings, gears, gearing and driving elements",SA.32024,Other forms of equity intervention,Ad Hoc Case,,31-12-2012,06-12-10,Article 4(3) - decision not to raise objections,Decision not to raise objections,Restructuring firms in difficulty,13-07-11,"JOCE C/14/2012, JOCE C5/350/2011",,PL430459300,1,100%,,
